"site_date","island","site","landing_site","ext_worker","date","worked_y.n","reason_not_fishing","other_reason","surface_gillnet","panha","purse_seine","surface_gillnet_seine","demersal_gillnet","beach_seine","spear_fishing","hook_line","hook_line_shore","deviceid","meta.instanceID","meta.instanceName","database","duplicates"
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:3d3e13fc-3aea-4318-94ca-3c7456540c4d","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:9301e64c-3bb5-40a8-a46c-c29125ebb8b6","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,8,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:6da3c222-b16e-4eca-9242-9d882386672c","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:22d5d8be-428e-48d2-ab6b-cd14ed36e648","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:b5b62e65-c896-41a6-b6bb-d33f2e8ae2a1","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:a553f526-22c3-4e88-b2b4-f736bba94dc2","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:6797b23b-5be3-4090-9dd6-e476c7bcad9b","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_RP210323","ST","RP","ribeira-peixe","jakson","2021-03-23","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:d611467e-628b-49d2-aa94-0526de8aae8b","registo-trabalho_2021-03-23","ST_220128_NV_152357",10
"ST_AT210326","ST","AT","angra-toldo","bruno","2021-03-26","pessoal",NA,NA,0,0,0,0,0,NA,0,0,0,"collect:WaAVa8ZV69dOnLQM_id","uuid:58c7f18a-bfbe-4659-bf89-3246100b3d71","registo-trabalho_2021-03-26","ST_220128_NV_152357",1
"ST_IG210326","ST","IG","io-grande","joy","2021-03-26","sim",NA,NA,0,0,0,0,0,NA,0,13,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:04fb50fb-3cf2-424c-b8e0-5f564e15da85","registo-trabalho_2021-03-26","ST_220128_NV_152357",1
"ST_IR210326","ST","IR","ilheu-rolas","felipe","2021-03-26","sim",NA,NA,2,0,0,0,0,NA,9,1,5,"collect:9vCqASyAxpnzkCYQ_id","uuid:83587d38-6b86-416d-b304-746a7a7f7fa6","registo-trabalho_2021-03-26","ST_220128_NV_152357",1
"ST_MA210326","ST","MA","malanza","fanho","2021-03-26","sim",NA,NA,2,0,0,0,0,NA,17,2,1,"collect:e8DuO1iOYWqLeplc_id","uuid:a205481c-88ba-4f5c-8c30-ca1ee5bd0aa6","registo-trabalho_2021-03-26","ST_220128_NV_152357",1
"ST_PA210326","ST","PA",NA,NA,"2021-03-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210326","ST","PP",NA,NA,"2021-03-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210326","ST","RA","ribeira-afonso","wilson","2021-03-26","sim",NA,NA,2,0,0,0,0,NA,2,9,3,"collect:bNexxDhGE53ZkJFy_id","uuid:882be103-c1aa-49d6-bf6a-b75b5431942c","registo-trabalho_2021-03-26","ST_220128_NV_152357",1
"ST_RP210326","ST","RP","ribeira-peixe","jakson","2021-03-26","sim",NA,NA,0,0,0,0,0,NA,1,4,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:76d8bb5f-b839-4cd8-9e97-b4976eace454","registo-trabalho_2021-03-26","ST_220128_NV_152357",5
"ST_RP210326","ST","RP","ribeira-peixe","jakson","2021-03-26","sim",NA,NA,0,0,0,0,0,NA,1,4,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:c45fa03e-33aa-455c-a6c6-c8975f6474c4","registo-trabalho_2021-03-26","ST_220128_NV_152357",5
"ST_RP210326","ST","RP","ribeira-peixe","jakson","2021-03-26","sim",NA,NA,0,0,0,0,0,NA,1,4,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:88f623c4-82a0-45c4-93e0-deac9da47806","registo-trabalho_2021-03-26","ST_220128_NV_152357",5
"ST_RP210326","ST","RP","ribeira-peixe","jakson","2021-03-26","sim",NA,NA,0,0,0,0,0,NA,1,4,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:c2523452-26ab-4456-8dda-39e22054d84d","registo-trabalho_2021-03-26","ST_220128_NV_152357",5
"ST_RP210326","ST","RP","ribeira-peixe","jakson","2021-03-26","sim",NA,NA,0,0,0,0,0,NA,1,4,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:9faf451f-f457-4829-b9a7-03034d4f18ce","registo-trabalho_2021-03-26","ST_220128_NV_152357",5
"ST_AT210330","ST","AT","angra-toldo","bruno","2021-03-30","sim",NA,NA,0,0,0,0,0,NA,0,7,1,"collect:WaAVa8ZV69dOnLQM_id","uuid:450ea861-ca19-48d2-99e9-abbb60b814e1","registo-trabalho_2021-03-30","ST_220128_NV_152357",1
"ST_IG210330","ST","IG","io-grande","joy","2021-03-30","sim",NA,NA,0,0,0,0,0,NA,0,13,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:aec4bad6-66ee-4320-8a8b-0a8514abea4a","registo-trabalho_2021-03-30","ST_220128_NV_152357",1
"ST_IR210330","ST","IR","ilheu-rolas","felipe","2021-03-30","sim",NA,NA,2,0,0,0,0,NA,6,1,0,"collect:9vCqASyAxpnzkCYQ_id","uuid:ef7905f0-2c5d-4df9-8053-bfdcc3974fea","registo-trabalho_2021-03-30","ST_220128_NV_152357",1
"ST_MA210330","ST","MA","malanza","fanho","2021-03-30","sim",NA,NA,2,0,0,0,0,NA,25,0,1,"collect:e8DuO1iOYWqLeplc_id","uuid:9b5782b5-e3dc-4c52-a3ab-04adb1855bc3","registo-trabalho_2021-03-30","ST_220128_NV_152357",1
"ST_PA210330","ST","PA",NA,NA,"2021-03-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210330","ST","PP",NA,NA,"2021-03-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210330","ST","RA","ribeira-afonso","wilson","2021-03-30","pessoal",NA,NA,0,0,0,0,0,NA,0,10,3,"collect:bNexxDhGE53ZkJFy_id","uuid:f6a7e3f3-1c10-42d2-a54c-37f50e5855e1","registo-trabalho_2021-03-30","ST_220128_NV_152357",1
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:a3563298-741a-4a6e-9210-e314f83727fd","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:3e761028-cd63-4021-9dc0-4edf56dd60c5","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:020ad897-2510-47d5-b84a-05db761bc09c","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:a0aa2921-1de5-4bc1-a649-2196d17ff396","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:f45abe13-4bf5-44c7-a2a0-ce80ba1a0469","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:e74ebab4-a4eb-40b3-8b1e-e5695bb5b769","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:ab0d42c6-bbe1-403e-8dac-c150172391b0","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:799d23c8-85fc-4910-8b73-5f37ffd5a4ac","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_RP210330","ST","RP","ribeira-peixe","jakson","2021-03-30","sim",NA,NA,0,0,0,0,1,NA,1,6,2,"collect:xKt5a0tzFKaPOFr4_id","uuid:07195279-74ef-4a0c-9c6c-8d18d5c731c0","registo-trabalho_2021-03-30","ST_220128_NV_152357",9
"ST_IR210331","ST","IR","ilheu-rolas","felipe","2021-03-31","sim",NA,NA,3,0,0,0,0,NA,4,0,5,"collect:9vCqASyAxpnzkCYQ_id","uuid:b0deaa85-dda5-4ca5-ab91-1b3a9156c7bd","registo-trabalho_2021-03-31","ST_220128_NV_152357",1
"ST_AT210402","ST","AT","angra-toldo","bruno","2021-04-02","pessoal",NA,NA,0,0,0,0,0,NA,1,4,0,"collect:WaAVa8ZV69dOnLQM_id","uuid:3ddde056-fc07-4d46-9545-42ada234f3a7","registo-trabalho_2021-04-02","ST_220128_NV_152357",1
"ST_IG210402","ST","IG",NA,NA,"2021-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_IR210402","ST","IR",NA,NA,"2021-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_MA210402","ST","MA",NA,NA,"2021-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PA210402","ST","PA",NA,NA,"2021-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210402","ST","PP",NA,NA,"2021-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210402","ST","RA",NA,NA,"2021-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RP210402","ST","RP",NA,NA,"2021-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_AT210406","ST","AT","angra-toldo","bruno","2021-04-06","sim",NA,NA,0,0,0,0,0,NA,0,8,0,"collect:WaAVa8ZV69dOnLQM_id","uuid:f200f9ec-6922-4301-bb8c-64780e26f017","registo-trabalho_2021-04-06","ST_220128_NV_152357",1
"ST_IG210406","ST","IG","io-grande","joy","2021-04-06","nao-pesca","mal-tempo",NA,0,0,0,0,0,NA,0,0,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:abafb262-0a16-4a7b-bdce-f4629e046b9c","registo-trabalho_2021-04-06","ST_220128_NV_152357",1
"ST_IR210406","ST","IR",NA,NA,"2021-04-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_MA210406","ST","MA","malanza","fanho","2021-04-06","sim",NA,NA,2,0,0,0,0,NA,6,0,0,"collect:e8DuO1iOYWqLeplc_id","uuid:1f18ebb1-6636-4a45-b382-dd15bbb1b5f3","registo-trabalho_2021-04-06","ST_220128_NV_152357",1
"ST_PA210406","ST","PA",NA,NA,"2021-04-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210406","ST","PP",NA,NA,"2021-04-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210406","ST","RA","ribeira-afonso","wilson","2021-04-06","sim",NA,NA,1,0,0,0,0,NA,0,8,3,"collect:bNexxDhGE53ZkJFy_id","uuid:9f806cfd-ebf4-4a94-a22e-0c461e83c7f0","registo-trabalho_2021-04-06","ST_220128_NV_152357",1
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,0,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:be8cb1a6-0ea4-47c8-a7ab-fcec2454fa77","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,1,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:006b25f6-71f1-4aff-ab9c-f21c397b2c93","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,1,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:aabdef5b-7672-4d0c-be53-3d7d19e3151f","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,0,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:d1932cdd-c0a4-494f-80b3-92d20fc92ff7","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,0,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:8036208a-9121-4c43-a5f8-3b8a04628567","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,0,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:298d606a-86bb-4e6f-8f54-91e6ea4e4f3f","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,0,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:a57a2bfa-9982-4e2a-82ce-1bc196af10e5","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_RP210406","ST","RP","ribeira-peixe","jakson","2021-04-06","sim",NA,NA,1,0,0,0,0,NA,2,5,3,"collect:xKt5a0tzFKaPOFr4_id","uuid:cad25b88-7482-470e-94b5-60101792c3b7","registo-trabalho_2021-04-06","ST_220128_NV_152357",8
"ST_AT210409","ST","AT","angra-toldo","bruno","2021-04-09","nao-pesca","mal-tempo",NA,0,0,0,0,0,NA,0,0,0,"collect:WaAVa8ZV69dOnLQM_id","uuid:90d12146-018f-40cf-a68b-c486b3d6be14","registo-trabalho_2021-04-09","ST_220128_NV_152357",1
"ST_IG210409","ST","IG","io-grande","joy","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,0,2,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:5929988e-5460-42e1-8891-a5e186803f28","registo-trabalho_2021-04-09","ST_220128_NV_152357",1
"ST_IR210409","ST","IR",NA,NA,"2021-04-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_MA210409","ST","MA","malanza","fanho","2021-04-09","sim",NA,NA,2,0,0,0,0,NA,6,0,0,"collect:e8DuO1iOYWqLeplc_id","uuid:ed50617f-bf39-42d2-a887-178dd10f4c8b","registo-trabalho_2021-04-09","ST_220128_NV_152357",1
"ST_PA210409","ST","PA",NA,NA,"2021-04-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210409","ST","PP",NA,NA,"2021-04-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210409","ST","RA","ribeira-afonso","wilson","2021-04-09","nao-pesca","mal-tempo",NA,0,0,0,0,0,NA,0,0,5,"collect:bNexxDhGE53ZkJFy_id","uuid:5e46ba38-137a-440f-a438-7cad7e9effe7","registo-trabalho_2021-04-09","ST_220128_NV_152357",1
"ST_RP210409","ST","RP","ribeira-peixe","jakson","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:32332271-7bc1-4f72-aac1-3f9b292717d7","registo-trabalho_2021-04-09","ST_220128_NV_152357",7
"ST_RP210409","ST","RP","ribeira-peixe","jakson","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:b78ef712-4dd0-4c22-8e9b-f82cfdbb5143","registo-trabalho_2021-04-09","ST_220128_NV_152357",7
"ST_RP210409","ST","RP","ribeira-peixe","jakson","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:b455c36b-3c13-4c49-b4f1-40079afb5a2c","registo-trabalho_2021-04-09","ST_220128_NV_152357",7
"ST_RP210409","ST","RP","ribeira-peixe","jakson","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:6ba66969-231a-41ad-aada-de82ae6f92a9","registo-trabalho_2021-04-09","ST_220128_NV_152357",7
"ST_RP210409","ST","RP","ribeira-peixe","jakson","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:f636a912-881b-45a1-a7b4-e67a0d4b9ec5","registo-trabalho_2021-04-09","ST_220128_NV_152357",7
"ST_RP210409","ST","RP","ribeira-peixe","jakson","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,0,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:a5d4bcab-779d-499f-bf46-202283443c14","registo-trabalho_2021-04-09","ST_220128_NV_152357",7
"ST_RP210409","ST","RP","ribeira-peixe","jakson","2021-04-09","sim",NA,NA,0,0,0,0,0,NA,1,5,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:e41cb42e-9080-48da-9ee2-c5470140256c","registo-trabalho_2021-04-09","ST_220128_NV_152357",7
"ST_AT210413","ST","AT","angra-toldo","bruno","2021-04-13","sim",NA,NA,0,0,0,0,0,NA,1,3,0,"collect:WaAVa8ZV69dOnLQM_id","uuid:ebbfe031-ca04-4621-bb16-73e1df90ce74","registo-trabalho_2021-04-13","ST_220128_NV_152357",1
"ST_IG210413","ST","IG","io-grande","joy","2021-04-13","sim",NA,NA,0,0,0,0,0,NA,0,6,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:c3386c80-d7d4-4644-8d02-acefa656428e","registo-trabalho_2021-04-13","ST_220128_NV_152357",1
"ST_IR210413","ST","IR",NA,NA,"2021-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_MA210413","ST","MA",NA,NA,"2021-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PA210413","ST","PA",NA,NA,"2021-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210413","ST","PP",NA,NA,"2021-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210413","ST","RA","ribeira-afonso","wilson","2021-04-13","sim",NA,NA,0,0,0,0,0,NA,0,10,10,"collect:bNexxDhGE53ZkJFy_id","uuid:e04d810f-b777-4282-97ba-eb2e9f008efd","registo-trabalho_2021-04-13","ST_220128_NV_152357",1
"ST_RP210413","ST","RP","ribeira-peixe","jakson","2021-04-13","nao-pesca","mal-tempo",NA,1,0,0,0,0,NA,0,0,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:6f356955-d644-4d99-b0c2-5b4add52498c","registo-trabalho_2021-04-13","ST_220128_NV_152357",1
"ST_AT210416","ST","AT","angra-toldo","bruno","2021-04-16","nao-pesca","mal-tempo",NA,0,0,0,0,0,NA,0,0,0,"collect:WaAVa8ZV69dOnLQM_id","uuid:9583b2c6-fb5a-4a64-ae04-ea79a84aec1f","registo-trabalho_2021-04-16","ST_220128_NV_152357",1
"ST_IG210416","ST","IG","io-grande","joy","2021-04-16","sim",NA,NA,0,0,0,0,0,NA,0,2,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:dc69db91-5910-4b86-a0f2-fe6bb5ce37e1","registo-trabalho_2021-04-16","ST_220128_NV_152357",1
"ST_IR210416","ST","IR",NA,NA,"2021-04-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_MA210416","ST","MA","malanza","fanho","2021-04-16","sim",NA,NA,2,0,0,0,0,NA,13,0,1,"collect:e8DuO1iOYWqLeplc_id","uuid:d73da9f7-eb32-4d8d-b372-10e7a132f94a","registo-trabalho_2021-04-16","ST_220128_NV_152357",1
"ST_PA210416","ST","PA",NA,NA,"2021-04-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210416","ST","PP",NA,NA,"2021-04-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210416","ST","RA","ribeira-afonso","wilson","2021-04-16","sim",NA,NA,0,0,0,0,0,NA,1,12,5,"collect:bNexxDhGE53ZkJFy_id","uuid:245aa7e7-ac1d-4e1d-a53c-ddedb5530ff4","registo-trabalho_2021-04-16","ST_220128_NV_152357",1
"ST_RP210416","ST","RP","ribeira-peixe","jakson","2021-04-16","nao-pesca","mal-tempo",NA,0,0,0,0,0,NA,0,0,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:bd163a71-84f1-4d35-a9a1-cff11c3fe5fb","registo-trabalho_2021-04-16","ST_220128_NV_152357",1
"ST_AT210420","ST","AT",NA,NA,"2021-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_IG210420","ST","IG","io-grande","joy","2021-04-20","sim",NA,NA,0,0,0,0,0,NA,0,12,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:fb6ddff7-b527-43c8-885b-b34e12f33492","registo-trabalho_2021-04-20","ST_220128_NV_152357",1
"ST_IR210420","ST","IR",NA,NA,"2021-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_MA210420","ST","MA",NA,NA,"2021-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PA210420","ST","PA",NA,NA,"2021-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_PP210420","ST","PP",NA,NA,"2021-04-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ST_220128_NV_152357",1
"ST_RA210420","ST","RA","ribeira-afonso","wilson","2021-04-20","sim",NA,NA,3,0,0,0,0,NA,1,15,10,"collect:bNexxDhGE53ZkJFy_id","uuid:a88d668a-862c-4d95-a0e3-436dd3d177e8","registo-trabalho_2021-04-20","ST_220128_NV_152357",1
"ST_RP210420","ST","RP","ribeira-peixe","jakson","2021-04-20","sim",NA,NA,0,0,0,0,0,NA,2,6,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:97fe8f10-a8e8-4f7c-9dc7-e2703ec38cdc","registo-trabalho_2021-04-20","ST_220128_NV_152357",7
"ST_RP210420","ST","RP","ribeira-peixe","jakson","2021-04-20","sim",NA,NA,0,0,0,0,0,NA,2,6,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:e9bb0e7f-33d2-4b71-a1f7-35ac5b5c7fcb","registo-trabalho_2021-04-20","ST_220128_NV_152357",7
"ST_RP210420","ST","RP","ribeira-peixe","jakson","2021-04-20","sim",NA,NA,0,0,0,0,0,NA,3,6,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:ccb01738-8d34-402b-89a0-2092f7ef07dd","registo-trabalho_2021-04-20","ST_220128_NV_152357",7
"ST_RP210420","ST","RP","ribeira-peixe","jakson","2021-04-20","sim",NA,NA,0,0,0,8,0,NA,2,6,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:27b014c7-8b44-4eed-8b0e-843c106a258e","registo-trabalho_2021-04-20","ST_220128_NV_152357",7
"ST_RP210420","ST","RP","ribeira-peixe","jakson","2021-04-20","sim",NA,NA,0,0,0,0,0,NA,2,6,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:b54b9eef-1682-4e9b-80da-9b44eae665d7","registo-trabalho_2021-04-20","ST_220128_NV_152357",7
"ST_RP210420","ST","RP","ribeira-peixe","jakson","2021-04-20","sim",NA,NA,0,0,0,0,0,NA,2,6,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:5f6e0025-300b-40fd-95e6-7578e2a928ec","registo-trabalho_2021-04-20","ST_220128_NV_152357",7
"ST_RP210420","ST","RP","ribeira-peixe","jakson","2021-04-20","sim",NA,NA,0,0,0,0,0,NA,2,6,0,"collect:xKt5a0tzFKaPOFr4_id","uuid:5becd47b-c30b-48bd-beb7-6d628f47f6f2","registo-trabalho_2021-04-20","ST_220128_NV_152357",7
"ST_AT210423","ST","AT","angra-toldo","bruno","2021-04-23","sim",NA,NA,0,0,0,0,0,NA,1,4,0,"collect:WaAVa8ZV69dOnLQM_id","uuid:f2d27ab9-32a1-4092-b66f-0f128366b82d","registo-trabalho_2021-04-23","ST_220128_NV_152357",1
"ST_IG210423","ST","IG","io-grande","joy","2021-04-23","nao-pesca","mal-tempo",NA,0,0,0,0,0,NA,0,0,0,"collect:0TZDpWtvn3gXRNgv_id","uuid:92b775cb-66ae-4f92-b1d0-46825eea5e59","registo-trabalho_2021-04-23","ST_220128_NV_152357",1
